time,PM2.5
2024-02-21 16:44:39,4.716
2024-02-21 16:44:42,4.776
2024-02-21 16:44:44,4.836
2024-02-21 16:44:51,4.896
2024-02-21 16:44:52,4.955
2024-02-21 16:44:55,5.015
2024-02-21 16:45:02,5.075
2024-02-21 16:45:04,5.134
2024-02-21 16:45:08,5.194
2024-02-21 16:45:10,5.254
2024-02-21 16:45:12,5.313
2024-02-21 16:45:16,5.373
2024-02-21 16:45:21,5.433
2024-02-21 16:45:24,5.493
2024-02-21 16:45:26,5.552
2024-02-21 16:45:27,5.612
2024-02-21 16:45:32,5.672
2024-02-21 16:45:39,5.731
2024-02-21 16:45:40,5.791
2024-02-21 16:45:44,5.851
2024-02-21 16:45:46,5.91
2024-02-21 16:45:47,5.97
2024-02-21 16:45:54,6.03
2024-02-21 16:45:56,6.09
2024-02-21 16:46:03,6.149
2024-02-21 16:46:05,6.209
2024-02-21 16:46:13,6.269
2024-02-21 16:46:15,6.328
2024-02-21 16:46:17,6.388
2024-02-21 16:46:19,6.448
2024-02-21 16:46:26,6.507
2024-02-21 16:46:28,6.567
2024-02-21 16:46:36,6.627
2024-02-21 16:46:42,6.687
2024-02-21 16:46:48,6.746
2024-02-21 16:46:51,6.806
2024-02-21 16:46:58,6.866
2024-02-21 16:47:02,6.925
2024-02-21 16:47:05,6.985
2024-02-21 16:47:06,7.045
2024-02-21 16:47:14,7.104
2024-02-21 16:47:22,7.164
2024-02-21 16:47:28,7.224
2024-02-21 16:47:32,7.284
2024-02-21 16:47:38,7.343
2024-02-21 16:47:41,7.403
2024-02-21 16:47:49,7.463
2024-02-21 16:47:57,7.522
2024-02-21 16:48:04,7.582
2024-02-21 16:48:06,7.642
2024-02-21 16:48:13,7.701
2024-02-21 16:48:16,7.761
2024-02-21 16:48:23,7.821
2024-02-21 16:48:25,7.881
2024-02-21 16:48:27,7.94
2024-02-21 16:48:28,8.0
2024-02-21 16:48:29,8.06
2024-02-21 16:48:36,8.119
2024-02-21 16:48:38,8.179
2024-02-21 16:48:45,8.239
2024-02-21 16:48:48,8.299
2024-02-21 16:48:56,8.358
2024-02-21 16:48:59,8.418
2024-02-21 16:49:06,8.478
2024-02-21 16:49:07,8.537
2024-02-21 16:49:15,8.597
2024-02-21 16:49:16,8.657
2024-02-21 16:49:24,8.716
2024-02-21 16:49:26,8.776
2024-02-21 16:49:34,8.836
2024-02-21 16:49:35,8.896
2024-02-21 16:49:43,8.955
2024-02-21 16:49:46,9.015
2024-02-21 16:49:53,9.075
2024-02-21 16:49:54,9.134
2024-02-21 16:49:55,9.194
2024-02-21 16:50:03,9.254
2024-02-21 16:50:08,9.313
2024-02-21 16:50:15,9.373
2024-02-21 16:50:19,9.433
2024-02-21 16:50:21,9.493
2024-02-21 16:50:23,9.552
2024-02-21 16:50:28,9.612
2024-02-21 16:50:36,9.672
2024-02-21 16:50:43,9.731
2024-02-21 16:50:51,9.791
2024-02-21 16:50:52,9.851
2024-02-21 16:51:00,9.91
2024-02-21 16:51:01,9.97
2024-02-21 16:51:07,10.03
2024-02-21 16:51:15,10.09
2024-02-21 16:51:16,10.149
2024-02-21 16:51:17,10.209
2024-02-21 16:51:20,10.269
2024-02-21 16:51:22,10.328
2024-02-21 16:51:23,10.388
2024-02-21 16:51:27,10.448
2024-02-21 16:51:35,10.507
2024-02-21 16:51:36,10.567
2024-02-21 16:51:43,10.627
2024-02-21 16:51:45,10.687
2024-02-21 16:51:53,10.746
2024-02-21 16:51:57,10.806
2024-02-21 16:52:04,10.866
2024-02-21 16:52:07,10.925
2024-02-21 16:52:11,10.985
2024-02-21 16:52:12,11.045
2024-02-21 16:52:18,11.104
2024-02-21 16:52:20,11.164
2024-02-21 16:52:28,11.224
2024-02-21 16:52:36,11.284
2024-02-21 16:52:44,11.343
2024-02-21 16:52:45,11.403
2024-02-21 16:52:49,11.463
2024-02-21 16:52:57,11.522
2024-02-21 16:52:58,11.582
2024-02-21 16:53:06,11.642
2024-02-21 16:53:10,11.701
2024-02-21 16:53:18,11.761
2024-02-21 16:53:21,11.821
2024-02-21 16:53:29,11.881
2024-02-21 16:53:36,11.94
2024-02-21 16:53:39,12.0
2024-02-21 16:53:40,11.94
2024-02-21 16:53:48,11.88
2024-02-21 16:53:50,11.82
2024-02-21 16:53:56,11.76
2024-02-21 16:54:00,11.7
2024-02-21 16:54:09,11.64
2024-02-21 16:54:11,11.58
2024-02-21 16:54:19,11.52
2024-02-21 16:54:20,11.46
2024-02-21 16:54:28,11.4
2024-02-21 16:54:31,11.34
2024-02-21 16:54:39,11.28
2024-02-21 16:54:40,11.22
2024-02-21 16:54:48,11.16
2024-02-21 16:54:51,11.1
2024-02-21 16:55:00,11.04
2024-02-21 16:55:03,10.98
2024-02-21 16:55:11,10.92
2024-02-21 16:55:14,10.86
2024-02-21 16:55:23,10.8
2024-02-21 16:55:25,10.74
2024-02-21 16:55:28,10.68
2024-02-21 16:55:30,10.62
2024-02-21 16:55:36,10.56
2024-02-21 16:55:39,10.5
2024-02-21 16:55:46,10.44
2024-02-21 16:55:48,10.38
2024-02-21 16:55:55,10.32
2024-02-21 16:55:56,10.26
2024-02-21 16:56:03,10.2
2024-02-21 16:56:04,10.14
2024-02-21 16:56:09,10.08
2024-02-21 16:56:15,10.02
2024-02-21 16:56:24,9.96
2024-02-21 16:56:27,9.9
2024-02-21 16:56:30,9.84
2024-02-21 16:56:38,9.78
2024-02-21 16:56:39,9.72
2024-02-21 16:56:40,9.66
2024-02-21 16:56:41,9.6
2024-02-21 16:56:43,9.54
2024-02-21 16:56:51,9.48
2024-02-21 16:56:59,9.42
2024-02-21 16:57:03,9.36
2024-02-21 16:57:08,9.3
2024-02-21 16:57:16,9.24
2024-02-21 16:57:23,9.18
2024-02-21 16:57:26,9.12
2024-02-21 16:57:28,9.06
2024-02-21 16:57:31,9.0
2024-02-21 16:57:34,8.94
2024-02-21 16:57:37,8.88
2024-02-21 16:57:43,8.82
2024-02-21 16:57:49,8.76
2024-02-21 16:57:51,8.7
2024-02-21 16:57:53,8.64
2024-02-21 16:57:54,8.58
2024-02-21 16:57:55,8.52
2024-02-21 16:58:02,8.46
2024-02-21 16:58:10,8.4
2024-02-21 16:58:11,8.34
2024-02-21 16:58:15,8.28
2024-02-21 16:58:16,8.22
2024-02-21 16:58:20,8.16
2024-02-21 16:58:22,8.1
2024-02-21 16:58:29,8.04
2024-02-21 16:58:31,7.98
2024-02-21 16:58:37,7.92
2024-02-21 16:58:44,7.86
2024-02-21 16:58:46,7.8
2024-02-21 16:58:50,7.74
2024-02-21 16:58:54,7.68
2024-02-21 16:59:02,7.62
2024-02-21 16:59:10,7.56
2024-02-21 16:59:12,7.5
2024-02-21 16:59:18,7.44
2024-02-21 16:59:21,7.38
2024-02-21 16:59:29,7.32
2024-02-21 16:59:32,7.26
2024-02-21 16:59:40,7.2
2024-02-21 16:59:45,7.14
2024-02-21 16:59:53,7.08
2024-02-21 16:59:55,7.02
2024-02-21 17:00:01,6.96
2024-02-21 17:00:03,6.9
2024-02-21 17:00:11,6.84
2024-02-21 17:00:12,6.78
2024-02-21 17:00:19,6.72
2024-02-21 17:00:20,6.66
2024-02-21 17:00:27,6.6
2024-02-21 17:00:29,6.54
2024-02-21 17:00:36,6.48
2024-02-21 17:00:41,6.42
2024-02-21 17:00:48,6.36
2024-02-21 17:00:51,6.3
2024-02-21 17:00:58,6.24
2024-02-21 17:00:59,6.18
2024-02-21 17:01:07,6.12
2024-02-21 17:01:11,6.06
2024-02-21 17:01:18,6.0
2024-02-21 17:01:19,5.94
2024-02-21 17:01:22,5.88
2024-02-21 17:01:29,5.82
2024-02-21 17:01:32,5.76
2024-02-21 17:01:40,5.7
2024-02-21 17:01:48,5.64
2024-02-21 17:01:56,5.58
2024-02-21 17:02:03,5.52
2024-02-21 17:02:10,5.46
2024-02-21 17:02:16,5.4
2024-02-21 17:02:19,5.34
2024-02-21 17:02:27,5.28
2024-02-21 17:02:28,5.22
2024-02-21 17:02:36,5.16
2024-02-21 17:02:43,5.1
2024-02-21 17:02:45,5.04
2024-02-21 17:02:47,4.98
2024-02-21 17:02:49,4.92
2024-02-21 17:02:55,4.86
2024-02-21 17:02:56,4.8
2024-02-21 17:03:03,4.74
2024-02-21 17:03:10,4.68
2024-02-21 17:03:18,4.62
2024-02-21 17:03:21,4.56
2024-02-21 17:03:26,4.5
2024-02-21 17:03:29,4.44
2024-02-21 17:03:30,4.38
2024-02-21 17:03:35,4.32
2024-02-21 17:03:36,4.26
2024-02-21 17:03:43,4.2
2024-02-21 17:03:44,4.14
2024-02-21 17:03:47,4.08
2024-02-21 17:03:48,4.02
2024-02-21 17:03:49,3.96
2024-02-21 17:03:51,3.9
2024-02-21 17:03:52,3.84
2024-02-21 17:03:54,3.78
2024-02-21 17:04:01,3.72
2024-02-21 17:04:08,3.66
2024-02-21 17:04:10,3.6
2024-02-21 17:04:18,3.54
2024-02-21 17:04:22,3.48
2024-02-21 17:04:30,3.42
2024-02-21 17:04:33,3.36
2024-02-21 17:04:39,3.3
2024-02-21 17:04:42,3.24
2024-02-21 17:04:51,3.18
2024-02-21 17:04:54,3.12
2024-02-21 17:05:02,3.06
2024-02-21 17:05:06,3.0
2024-02-21 17:05:10,2.94
2024-02-21 17:05:13,2.88
2024-02-21 17:05:18,2.82
2024-02-21 17:05:24,2.76
2024-02-21 17:05:30,2.7
2024-02-21 17:05:37,2.64
2024-02-21 17:05:44,2.58
2024-02-21 17:05:46,2.52
2024-02-21 17:05:54,2.46
2024-02-21 17:06:03,2.4
2024-02-21 17:06:05,2.34
2024-02-21 17:06:14,2.28
2024-02-21 17:06:22,2.22
2024-02-21 17:06:23,2.16
2024-02-21 17:06:30,2.1
2024-02-21 17:06:38,2.04
2024-02-21 17:06:45,1.98
2024-02-21 17:06:53,1.92
2024-02-21 17:07:01,1.86
2024-02-21 17:07:07,1.8
2024-02-21 17:07:08,1.74
2024-02-21 17:07:09,1.68
2024-02-21 17:07:17,1.62
2024-02-21 17:07:19,1.56
2024-02-21 17:07:25,1.5
2024-02-21 17:07:28,1.44
2024-02-21 17:07:29,1.38
2024-02-21 17:07:34,1.32
2024-02-21 17:07:36,1.26
2024-02-21 17:07:39,1.2
2024-02-21 17:07:42,1.14
2024-02-21 17:07:48,1.08
2024-02-21 17:07:56,1.02
2024-02-21 17:07:58,0.96
2024-02-21 17:08:05,0.9
2024-02-21 17:08:06,0.84
2024-02-21 17:08:12,0.78
2024-02-21 17:08:18,0.72
2024-02-21 17:08:25,0.66
2024-02-21 17:08:26,0.6
2024-02-21 17:08:33,0.54
2024-02-21 17:08:35,0.48
2024-02-21 17:08:43,0.42
2024-02-21 17:08:45,0.36
2024-02-21 17:08:53,0.3
2024-02-21 17:08:58,0.24
2024-02-21 17:09:04,0.18
2024-02-21 17:09:11,0.12
2024-02-21 17:09:17,0.06
2024-02-21 17:09:23,0.0
