Timestamp,"PM1.0 (µg/m³)","PM2.5 (µg/m³)","PM4.0 (µg/m³)","PM10.0 (µg/m³)","Humidity (%)","Temperature (°C)"
03/04/2021 10:03:28,1.41,1.47,1.65,2.03,56.36,20.76
03/04/2021 10:03:29,1.46,1.59,1.77,2.92,42.4,23.58
03/04/2021 10:03:35,1.75,1.42,1.83,2.25,50.89,23.82
03/04/2021 10:03:39,1.48,1.11,1.79,1.61,40.12,17.77
03/04/2021 10:03:45,1.74,1.48,2.32,2.41,46.49,20.43
03/04/2021 10:03:46,1.89,1.93,2.23,3.29,47.33,20.02
03/04/2021 10:03:53,2.07,2.25,2.89,3.58,47.92,15.39
03/04/2021 10:03:55,2.56,2.46,2.97,3.92,53.91,15.36
03/04/2021 10:04:02,2.64,2.69,3.64,4.09,47.77,27.48
03/04/2021 10:04:04,2.69,2.92,3.8,4.42,48.97,19.1
03/04/2021 10:04:07,3.12,3.19,4.1,4.91,44.75,22.77
03/04/2021 10:04:12,3.01,3.32,3.98,4.54,47.47,19.48
03/04/2021 10:04:17,3.8,3.72,4.38,5.28,44.55,29.11
03/04/2021 10:04:21,3.89,4.18,4.79,5.63,41.46,18.89
03/04/2021 10:04:25,3.74,3.79,4.21,5.82,52.07,21.44
03/04/2021 10:04:26,3.14,3.32,4.26,5.17,53.36,28.09
03/04/2021 10:04:28,2.85,2.88,3.74,3.78,52.39,27.63
03/04/2021 10:04:29,2.6,2.58,3.54,3.99,49.27,17.79
03/04/2021 10:04:31,2.15,2.29,3.22,3.81,47.6,27.04
03/04/2021 10:04:34,2.1,1.79,2.36,2.49,57.27,21.87
03/04/2021 10:04:37,1.72,1.48,2.17,2.44,50.38,22.24
03/04/2021 10:04:42,2.13,1.84,2.69,3.22,49.58,17.0
03/04/2021 10:04:44,2.51,2.29,3.11,3.01,40.51,16.21
03/04/2021 10:04:48,2.63,2.59,3.02,3.99,46.82,25.92
03/04/2021 10:04:51,2.66,2.44,3.0,3.44,47.6,22.45
03/04/2021 10:04:58,2.06,2.24,2.55,3.74,47.98,21.55
03/04/2021 10:05:04,1.73,1.81,2.66,3.23,51.6,25.94
03/04/2021 10:05:06,2.01,2.21,2.86,3.72,50.67,26.48
03/04/2021 10:05:08,1.82,1.84,2.18,2.82,52.16,17.38
03/04/2021 10:05:12,1.72,1.69,2.33,2.97,55.3,24.15
03/04/2021 10:05:17,1.78,1.83,2.45,3.14,56.26,17.03
03/04/2021 10:05:19,2.48,2.29,2.77,3.26,54.36,26.27
03/04/2021 10:05:24,2.53,2.61,2.95,4.14,59.11,24.85
03/04/2021 10:05:25,2.71,2.85,3.61,3.74,40.36,29.35
03/04/2021 10:05:31,3.18,3.23,3.92,4.74,43.92,16.03
03/04/2021 10:05:33,2.85,3.09,3.94,4.22,40.15,15.86
03/04/2021 10:05:40,3.04,2.93,3.59,3.92,52.95,19.23
03/04/2021 10:05:47,2.36,2.58,3.43,3.42,57.96,18.93
03/04/2021 10:05:50,2.65,2.4,3.03,3.75,44.87,18.7
03/04/2021 10:05:56,2.41,2.25,2.87,3.23,58.54,28.59
03/04/2021 10:06:00,1.73,1.81,2.6,3.01,41.21,18.74
03/04/2021 10:06:05,1.24,1.37,1.79,1.84,58.69,19.08
03/04/2021 10:06:09,1.21,0.89,1.07,1.44,47.03,26.39
03/04/2021 10:06:16,0.81,0.51,0.58,1.15,42.03,21.75
03/04/2021 10:06:17,1.0,0.71,1.31,1.63,49.72,26.65
03/04/2021 10:06:18,1.34,1.06,1.6,1.66,45.14,15.98
03/04/2021 10:06:20,0.88,0.94,1.53,1.79,45.7,22.31
03/04/2021 10:06:25,1.36,1.31,1.59,2.5,46.15,15.5
03/04/2021 10:06:32,0.99,1.04,1.24,1.91,56.06,15.94
03/04/2021 10:06:33,1.1,0.74,0.82,1.17,50.78,28.6
03/04/2021 10:06:40,1.09,0.86,1.19,1.14,46.23,17.09
03/04/2021 10:06:41,0.7,0.59,1.06,1.55,52.21,22.99
03/04/2021 10:06:42,0.42,0.43,0.75,0.58,54.32,21.17
03/04/2021 10:06:49,0.18,0.03,0.34,0.83,45.45,20.21
03/04/2021 10:06:56,0.54,0.42,1.09,1.02,48.27,28.5
03/04/2021 10:07:01,0.46,0.11,0.36,0.99,42.44,15.33
03/04/2021 10:07:08,0.32,0.0,0.36,0.72,43.62,24.96
03/04/2021 10:07:12,0.44,0.0,0.55,0.9,53.62,29.45
03/04/2021 10:07:18,0.24,0.0,0.28,0.32,43.63,23.4
03/04/2021 10:07:20,0.28,0.24,0.7,1.0,50.5,29.05
03/04/2021 10:07:27,0.87,0.57,1.23,1.1,54.18,15.78
03/04/2021 10:07:29,1.33,1.05,1.82,1.8,42.14,21.28
03/04/2021 10:07:34,0.98,0.78,0.96,1.58,51.35,18.9
03/04/2021 10:07:37,1.2,0.91,1.65,1.97,45.13,25.96
03/04/2021 10:07:38,0.91,0.74,1.16,1.85,59.26,29.72
03/04/2021 10:07:42,0.7,0.49,0.72,1.33,49.67,18.85
03/04/2021 10:07:44,0.86,0.72,1.11,1.31,56.12,24.81
03/04/2021 10:07:46,0.88,0.96,1.74,1.63,51.0,17.97
03/04/2021 10:07:52,0.78,0.81,1.24,1.72,40.87,23.48
03/04/2021 10:07:58,0.37,0.39,0.66,0.72,52.66,21.96
03/04/2021 10:08:00,0.49,0.19,0.65,0.35,59.03,29.58
03/04/2021 10:08:07,0.16,0.0,0.17,0.32,52.03,24.13
03/04/2021 10:08:08,0.25,0.0,0.05,0.26,56.38,20.24
03/04/2021 10:08:14,0.88,0.47,0.61,0.88,57.68,16.71
03/04/2021 10:08:17,0.65,0.58,0.73,0.96,44.56,17.27
03/04/2021 10:08:18,0.55,0.38,0.52,0.53,44.24,18.38
03/04/2021 10:08:26,0.43,0.06,0.16,0.09,52.22,18.76
03/04/2021 10:08:28,0.11,0.0,0.45,0.89,48.22,27.76
03/04/2021 10:08:35,0.29,0.28,0.44,0.75,56.8,23.42
03/04/2021 10:08:38,0.14,0.0,0.24,0.35,58.0,22.85
03/04/2021 10:08:45,0.08,0.0,0.63,0.61,47.07,16.72
03/04/2021 10:08:48,0.46,0.0,0.33,0.2,44.74,27.9
03/04/2021 10:08:55,0.4,0.0,0.47,0.85,55.61,25.84
03/04/2021 10:08:58,0.32,0.0,0.12,0.71,45.5,16.02
03/04/2021 10:09:05,0.44,0.0,0.13,0.08,56.45,25.62
03/04/2021 10:09:07,0.4,0.0,0.03,0.38,48.47,23.15
03/04/2021 10:09:10,0.49,0.44,0.6,1.36,53.35,16.23
03/04/2021 10:09:12,1.11,0.74,1.01,1.81,41.91,21.87
03/04/2021 10:09:13,1.19,1.02,1.25,1.75,52.48,22.27
03/04/2021 10:09:24,0.99,0.65,0.78,1.4,49.04,17.49
03/04/2021 10:09:26,0.6,0.17,0.27,0.37,51.73,29.19
03/04/2021 10:09:29,0.16,0.0,0.32,0.89,43.36,27.75
03/04/2021 10:09:31,0.18,0.14,0.3,0.39,54.74,25.04
03/04/2021 10:09:35,0.11,0.0,0.25,0.85,57.26,21.93
03/04/2021 10:09:38,0.21,0.0,0.35,0.58,44.33,21.18
03/04/2021 10:09:43,0.41,0.0,0.48,0.55,41.91,24.76
03/04/2021 10:09:47,0.43,0.0,0.03,0.46,40.47,23.18
03/04/2021 10:09:53,0.25,0.27,0.86,0.56,52.84,15.93
03/04/2021 10:09:55,0.73,0.53,1.02,0.85,52.14,22.69
03/04/2021 10:10:02,0.47,0.29,0.38,0.58,50.93,27.1
03/04/2021 10:10:04,0.23,0.13,0.75,0.34,44.64,21.89
03/04/2021 10:10:09,0.06,0.0,0.64,0.7,47.82,15.78
03/04/2021 10:10:11,0.17,0.0,0.04,0.32,51.89,26.79
03/04/2021 10:10:18,0.47,0.0,0.19,0.05,49.94,18.02
03/04/2021 10:10:20,0.52,0.4,1.0,1.39,59.76,18.88
03/04/2021 10:10:23,1.07,0.9,1.51,1.97,42.73,17.47
03/04/2021 10:10:25,0.84,0.54,0.72,1.54,53.9,19.95
03/04/2021 10:10:31,0.43,0.28,0.45,1.26,48.09,26.35
03/04/2021 10:10:32,0.93,0.49,0.8,0.79,48.56,22.79
03/04/2021 10:10:38,1.17,0.76,1.18,1.34,54.35,18.07
03/04/2021 10:10:42,1.06,1.04,1.58,2.03,53.85,28.17
03/04/2021 10:10:45,1.52,1.41,1.81,2.46,59.83,28.19
03/04/2021 10:10:50,1.28,1.25,1.7,1.76,42.57,28.06
03/04/2021 10:10:56,0.84,0.77,1.37,1.74,42.08,18.58
03/04/2021 10:10:58,0.41,0.43,0.5,0.76,54.49,21.77
03/04/2021 10:11:01,0.52,0.24,0.44,0.51,51.57,29.77
03/04/2021 10:11:07,0.25,0.0,0.5,0.48,45.48,26.58
03/04/2021 10:11:13,0.03,0.0,0.63,0.53,41.59,15.41
03/04/2021 10:11:14,0.14,0.0,0.36,0.52,41.71,15.98
03/04/2021 10:11:19,0.86,0.45,0.87,0.67,57.88,21.96
03/04/2021 10:11:22,0.8,0.76,0.91,1.78,43.84,28.64
03/04/2021 10:11:28,1.09,1.13,1.56,1.71,46.47,23.08
03/04/2021 10:11:31,1.01,0.85,1.31,1.22,44.53,22.47
03/04/2021 10:11:35,1.09,0.66,0.9,1.66,47.1,16.58
03/04/2021 10:11:38,0.6,0.53,0.77,1.55,41.39,24.85
03/04/2021 10:11:44,0.41,0.08,0.35,0.88,50.38,27.33
03/04/2021 10:11:49,0.38,0.0,0.01,0.73,41.35,20.71
03/04/2021 10:11:52,0.12,0.0,0.23,0.59,56.01,26.63
03/04/2021 10:12:05,0.36,0.0,0.15,0.5,44.67,29.47
03/04/2021 10:12:13,0.38,0.22,0.47,0.36,50.8,18.06
03/04/2021 10:12:16,0.86,0.6,0.74,1.15,57.6,22.85
03/04/2021 10:12:23,0.98,0.74,1.44,1.3,53.02,19.31
03/04/2021 10:12:30,1.18,1.01,1.53,1.55,50.66,26.89
03/04/2021 10:12:42,1.36,1.46,2.08,2.55,46.49,23.66
03/04/2021 10:12:43,2.03,1.79,2.52,2.77,46.66,24.52
03/04/2021 10:12:45,1.36,1.33,1.81,1.8,53.39,26.97
03/04/2021 10:12:47,1.12,1.14,1.31,1.68,59.88,20.94
03/04/2021 10:12:50,0.74,0.8,1.26,1.65,53.24,28.73
03/04/2021 10:12:51,0.7,0.45,0.91,0.65,51.16,23.0
03/04/2021 10:12:57,0.35,0.01,0.53,0.78,54.61,17.37
03/04/2021 10:12:59,0.19,0.2,0.52,0.71,49.3,25.44
03/04/2021 10:13:00,0.71,0.5,0.64,1.08,41.2,26.9
03/04/2021 10:13:04,0.83,0.8,1.08,1.57,51.25,19.75
03/04/2021 10:13:05,1.19,0.96,1.31,1.99,59.15,27.86
03/04/2021 10:13:09,0.84,0.84,1.38,1.41,43.51,28.59
03/04/2021 10:13:14,0.83,0.54,0.99,1.31,53.8,19.15
03/04/2021 10:13:16,0.49,0.33,0.61,0.94,44.02,29.75
03/04/2021 10:13:22,0.59,0.14,0.84,0.42,50.72,17.11
03/04/2021 10:13:26,0.34,0.3,0.75,1.18,41.93,18.03
03/04/2021 10:13:32,0.31,0.16,0.34,0.93,49.01,17.76
03/04/2021 10:13:34,0.09,0.04,0.12,0.64,55.12,28.41
03/04/2021 10:13:38,0.46,0.0,0.11,0.77,46.95,24.81
03/04/2021 10:13:49,0.44,0.0,0.17,0.78,53.3,17.28
03/04/2021 10:13:52,0.13,0.0,0.11,0.64,55.91,21.6
03/04/2021 10:13:54,0.33,0.0,0.13,0.75,58.54,24.23
03/04/2021 10:13:56,0.41,0.0,0.2,0.63,44.69,16.25
03/04/2021 10:14:00,0.28,0.0,0.12,0.61,47.99,28.24
03/04/2021 10:14:07,0.26,0.0,0.63,0.56,43.05,27.05
03/04/2021 10:14:14,0.56,0.49,0.6,1.31,59.85,22.58
03/04/2021 10:14:20,0.7,0.73,1.17,1.09,58.54,29.51
03/04/2021 10:14:24,1.3,0.95,1.33,2.03,50.8,21.27
03/04/2021 10:14:25,1.56,1.23,2.04,2.38,56.84,29.76
03/04/2021 10:14:26,1.83,1.68,1.93,2.21,50.42,25.02
03/04/2021 10:14:30,1.93,1.96,2.43,3.29,52.47,24.52
03/04/2021 10:14:34,2.33,2.4,3.32,3.24,41.78,17.49
03/04/2021 10:14:36,2.62,2.51,3.37,3.56,55.11,28.23
03/04/2021 10:14:43,2.87,2.69,3.53,4.17,42.55,21.41
03/04/2021 10:14:47,2.97,2.81,3.27,3.8,56.52,17.43
03/04/2021 10:14:53,2.52,2.37,2.73,3.82,55.64,15.19
03/04/2021 10:15:00,2.23,2.12,2.8,3.5,54.17,23.4
03/04/2021 10:15:07,2.31,2.52,3.42,3.73,40.72,22.91
03/04/2021 10:15:14,2.18,2.33,2.95,3.03,46.06,25.79
03/04/2021 10:15:15,2.13,1.87,2.46,2.69,45.26,28.35
03/04/2021 10:15:20,1.8,1.66,2.02,2.71,47.2,16.19
03/04/2021 10:15:22,1.63,1.81,2.53,3.24,41.75,25.97
03/04/2021 10:15:26,1.42,1.52,1.8,2.54,58.74,17.81
03/04/2021 10:15:28,1.53,1.33,1.69,1.96,51.08,27.87
03/04/2021 10:15:29,1.49,1.65,2.11,2.72,46.11,27.29
03/04/2021 10:15:30,1.35,1.41,1.91,2.32,47.94,23.11
03/04/2021 10:15:32,1.18,1.01,1.28,2.01,48.94,25.65
03/04/2021 10:15:36,1.63,1.43,1.65,1.96,52.01,19.72
03/04/2021 10:15:42,1.82,1.66,2.25,2.84,50.31,22.07
03/04/2021 10:15:49,1.29,1.31,1.64,2.19,58.39,27.32
03/04/2021 10:15:50,1.12,0.85,1.34,1.97,49.94,21.89
03/04/2021 10:15:58,0.62,0.56,0.72,1.04,59.84,20.37
03/04/2021 10:15:59,0.25,0.1,0.45,0.7,57.03,22.41
03/04/2021 10:16:03,0.66,0.32,0.72,1.25,44.17,27.42
03/04/2021 10:16:07,0.35,0.03,0.07,0.13,58.61,20.03
03/04/2021 10:16:10,0.42,0.0,0.24,0.84,42.33,17.61
03/04/2021 10:16:14,0.33,0.0,0.09,0.62,56.35,25.68
03/04/2021 10:16:16,0.55,0.3,0.37,0.45,47.61,27.39
03/04/2021 10:16:23,0.61,0.63,1.39,1.09,57.56,16.51
03/04/2021 10:16:29,1.02,0.93,1.25,1.85,57.36,18.6
03/04/2021 10:16:31,0.7,0.63,1.26,0.88,56.12,17.13
03/04/2021 10:16:33,0.47,0.39,0.61,1.03,55.8,20.22
03/04/2021 10:16:40,1.03,0.6,1.14,1.09,46.09,21.76
03/04/2021 10:16:45,0.91,0.79,1.4,1.59,41.62,26.23
03/04/2021 10:16:49,1.39,1.05,1.57,1.41,48.06,24.77
03/04/2021 10:16:53,1.42,1.23,1.68,2.38,43.47,24.31
03/04/2021 10:16:59,1.68,1.43,1.86,2.74,53.9,20.29
03/04/2021 10:17:01,1.97,1.91,2.35,3.35,46.92,27.62
03/04/2021 10:17:07,2.18,2.1,2.96,3.4,59.51,22.07
03/04/2021 10:17:10,2.53,2.54,3.38,3.42,52.82,29.69
03/04/2021 10:17:12,2.66,2.85,3.81,4.39,56.45,24.51
03/04/2021 10:17:14,3.3,3.27,3.68,4.27,42.65,16.89
03/04/2021 10:17:21,3.31,3.52,4.38,4.6,57.24,25.14
03/04/2021 10:17:26,3.59,3.98,5.03,5.47,58.46,19.88
03/04/2021 10:17:30,4.07,4.16,4.7,5.85,49.74,25.29
03/04/2021 10:17:36,4.21,4.58,5.08,6.65,52.13,16.04
03/04/2021 10:17:41,4.87,4.89,5.9,6.97,55.3,17.62
03/04/2021 10:17:45,5.04,5.07,5.98,6.99,43.5,27.84
03/04/2021 10:17:46,5.26,5.34,6.46,7.19,50.05,18.41
03/04/2021 10:17:48,5.31,5.69,6.36,8.29,47.97,27.56
03/04/2021 10:18:04,5.51,6.11,7.28,8.33,42.93,19.19
03/04/2021 10:18:11,6.27,6.45,7.24,8.79,47.35,24.64
03/04/2021 10:18:12,5.58,5.96,6.67,7.9,41.36,25.41
03/04/2021 10:18:14,5.6,5.69,6.37,8.11,40.52,22.69
03/04/2021 10:18:21,5.81,5.92,7.08,8.32,42.7,19.58
03/04/2021 10:18:22,5.52,5.66,6.69,7.56,59.26,18.19
03/04/2021 10:18:25,4.96,5.35,6.25,7.03,50.99,15.5
03/04/2021 10:18:27,4.64,4.94,5.69,7.03,59.32,19.56
03/04/2021 10:18:28,5.02,5.1,6.22,7.22,48.65,24.8
03/04/2021 10:18:35,5.12,5.51,6.34,7.41,46.24,29.07
03/04/2021 10:18:38,4.62,5.04,6.12,7.41,50.12,28.07
03/04/2021 10:18:39,4.93,5.17,5.99,6.86,48.79,26.49
03/04/2021 10:18:44,5.32,5.39,6.19,7.4,42.11,26.83
03/04/2021 10:18:50,4.87,5.02,5.85,7.38,52.82,24.97
03/04/2021 10:18:57,4.97,5.21,5.94,7.15,44.32,18.9
03/04/2021 10:18:58,4.85,5.33,6.39,7.5,52.39,28.61
03/04/2021 10:19:01,5.32,5.57,6.48,7.6,53.0,25.06
03/04/2021 10:19:08,5.81,5.91,6.66,7.93,43.04,23.41
03/04/2021 10:19:12,5.55,6.09,7.33,8.8,41.23,16.66
03/04/2021 10:19:19,5.93,6.3,7.2,8.56,55.62,21.71
03/04/2021 10:19:21,5.77,5.92,6.89,8.5,49.2,21.91
03/04/2021 10:19:28,5.4,5.59,6.78,7.47,41.16,27.97
03/04/2021 10:19:34,4.96,5.12,6.07,6.85,59.9,23.2
03/04/2021 10:19:37,5.12,5.3,5.91,6.92,41.16,20.71
03/04/2021 10:19:40,5.15,5.52,6.73,7.76,53.9,29.65
03/04/2021 10:19:47,4.74,5.1,6.05,6.96,59.67,16.66
03/04/2021 10:19:54,4.69,4.76,5.47,6.97,44.78,21.34
03/04/2021 10:19:55,4.6,4.66,5.22,6.48,42.84,15.63
03/04/2021 10:20:03,4.74,4.79,5.82,7.1,42.43,26.1
03/04/2021 10:20:05,5.13,5.19,6.14,6.91,46.07,28.77
03/04/2021 10:20:12,5.13,5.42,6.34,7.83,42.02,19.2
03/04/2021 10:20:13,5.43,5.76,6.96,8.19,53.84,27.88
03/04/2021 10:20:18,5.3,5.44,6.54,7.77,41.25,19.38
03/04/2021 10:20:20,5.13,5.34,5.98,7.7,50.19,28.66
03/04/2021 10:20:21,4.75,4.89,5.6,7.04,59.93,26.31
03/04/2021 10:20:27,4.36,4.4,5.01,6.28,56.28,27.07
03/04/2021 10:20:32,4.15,4.12,5.05,5.47,52.3,15.27
03/04/2021 10:20:39,3.49,3.69,4.08,4.83,46.13,29.44
03/04/2021 10:20:40,3.84,4.06,4.86,6.11,52.48,25.9
03/04/2021 10:20:47,3.95,4.34,5.31,6.2,50.54,19.57
03/04/2021 10:20:58,4.54,4.72,5.81,6.85,48.52,27.44
03/04/2021 10:21:06,4.45,4.93,5.66,6.84,42.61,19.22
03/04/2021 10:21:09,4.27,4.49,5.51,5.94,57.73,28.09
03/04/2021 10:21:11,4.02,4.16,4.65,5.52,49.0,16.69
03/04/2021 10:21:14,3.46,3.68,4.64,5.4,43.89,25.56
03/04/2021 10:21:19,3.44,3.49,3.93,4.92,47.36,23.11
03/04/2021 10:21:25,3.0,3.32,3.93,4.5,48.28,16.45
03/04/2021 10:21:28,2.74,3.02,3.88,4.37,56.55,18.63
03/04/2021 10:21:33,3.03,2.91,3.31,3.84,54.67,15.19
03/04/2021 10:21:36,2.55,2.63,3.05,3.94,55.39,22.03
03/04/2021 10:21:39,2.1,2.26,2.99,3.18,40.22,19.52
03/04/2021 10:21:45,2.63,2.63,3.4,4.14,48.32,23.98
03/04/2021 10:21:48,2.86,2.75,3.47,3.85,49.63,19.46
03/04/2021 10:21:52,2.45,2.6,3.35,3.79,40.38,19.5
03/04/2021 10:21:55,2.44,2.36,2.98,3.08,45.2,26.15
03/04/2021 10:21:58,1.74,1.89,2.26,2.52,55.21,15.72
03/04/2021 10:22:05,1.28,1.39,1.77,2.16,42.74,28.54
03/04/2021 10:22:09,1.81,1.72,2.02,2.67,50.71,27.78
03/04/2021 10:22:13,2.22,2.17,3.02,3.36,44.3,25.02
03/04/2021 10:22:18,2.68,2.62,3.29,3.67,40.24,23.9
03/04/2021 10:22:25,2.89,2.81,3.37,4.28,44.82,28.38
03/04/2021 10:22:28,3.3,3.13,3.77,4.84,59.52,17.78
03/04/2021 10:22:34,3.32,3.4,4.4,5.12,56.03,16.18
03/04/2021 10:22:38,3.64,3.87,4.36,5.07,59.19,18.59
03/04/2021 10:22:43,3.63,3.59,4.36,5.1,49.76,26.92
03/04/2021 10:22:47,3.24,3.45,4.15,4.58,42.19,15.52
03/04/2021 10:22:50,3.15,3.26,4.01,4.46,50.96,23.74
03/04/2021 10:22:56,2.62,2.87,3.17,4.62,49.09,29.93
03/04/2021 10:22:58,2.44,2.7,3.58,3.64,56.89,27.84
03/04/2021 10:22:59,3.33,3.17,4.14,4.57,41.96,22.82
03/04/2021 10:23:00,3.5,3.43,4.17,5.02,49.76,15.95
03/04/2021 10:23:04,3.64,3.66,4.51,5.39,43.0,27.47
03/04/2021 10:23:10,3.8,4.0,5.05,5.7,46.49,23.98
03/04/2021 10:23:17,3.26,3.53,4.38,4.6,54.75,16.72
03/04/2021 10:23:18,3.71,4.03,4.54,5.53,49.52,16.41
03/04/2021 10:23:21,4.01,4.32,5.16,6.08,47.52,28.64
03/04/2021 10:23:23,4.5,4.7,5.59,6.19,47.89,25.04
03/04/2021 10:23:24,4.4,4.49,5.24,6.15,49.19,27.44
03/04/2021 10:23:27,4.16,4.25,5.19,5.55,55.7,28.18
03/04/2021 10:23:29,3.63,3.88,4.92,5.11,57.84,23.58
03/04/2021 10:23:36,3.77,3.66,4.67,5.12,59.11,22.76
03/04/2021 10:23:38,3.95,3.98,4.69,5.29,55.74,21.46
03/04/2021 10:23:43,4.03,4.17,4.67,5.93,46.31,19.75
03/04/2021 10:23:44,4.26,4.39,5.52,6.33,53.76,21.52
03/04/2021 10:23:50,4.48,4.75,5.81,6.9,48.75,26.61
03/04/2021 10:23:58,4.55,4.92,5.5,6.58,45.09,24.03
03/04/2021 10:24:03,5.05,5.41,6.6,7.18,56.82,28.39
03/04/2021 10:24:08,5.64,5.85,7.04,7.7,40.77,21.65
03/04/2021 10:24:09,5.54,6.15,7.13,8.57,58.04,24.11
03/04/2021 10:24:12,5.44,5.98,6.99,8.41,49.23,24.47
03/04/2021 10:24:14,5.04,5.57,6.41,7.27,52.74,23.88
03/04/2021 10:24:15,4.68,5.18,5.74,7.58,53.19,25.54
03/04/2021 10:24:17,4.9,4.97,5.7,6.51,57.9,18.56
03/04/2021 10:24:20,4.99,5.15,6.23,7.18,52.73,22.69
03/04/2021 10:24:25,5.17,5.48,6.03,7.76,52.28,16.56
03/04/2021 10:24:26,5.24,5.77,6.58,8.28,41.33,20.77
03/04/2021 10:24:32,5.11,5.41,6.23,7.68,50.37,22.32
03/04/2021 10:24:34,5.21,5.53,6.46,7.91,43.0,24.78
03/04/2021 10:24:37,5.17,5.65,6.86,7.65,54.75,29.26
03/04/2021 10:24:41,5.49,5.86,6.69,8.35,50.24,24.01
03/04/2021 10:24:43,5.17,5.52,6.31,7.25,53.6,26.15
03/04/2021 10:24:45,5.0,5.21,6.25,7.58,40.83,22.59
03/04/2021 10:24:48,4.64,4.8,5.6,6.73,41.7,24.51
03/04/2021 10:24:50,4.57,5.05,5.71,7.3,54.33,16.06
03/04/2021 10:24:54,4.86,5.19,6.03,7.15,41.44,18.82
03/04/2021 10:24:58,4.67,4.84,5.42,6.87,41.43,20.43
03/04/2021 10:25:01,4.41,4.62,5.21,6.48,40.24,22.09
03/04/2021 10:25:08,4.74,4.79,5.62,6.89,59.13,15.68
03/04/2021 10:25:15,4.47,4.6,5.35,6.05,54.75,17.1
03/04/2021 10:25:17,4.33,4.72,5.83,6.19,47.07,19.15
03/04/2021 10:25:22,3.93,4.33,5.02,5.85,45.93,29.57
03/04/2021 10:25:28,4.07,4.17,4.99,5.56,46.99,19.97
03/04/2021 10:25:30,3.98,4.41,5.29,6.52,55.49,22.23
03/04/2021 10:25:34,4.68,4.88,5.38,6.54,53.23,17.94
03/04/2021 10:25:35,4.65,4.64,5.57,6.91,43.7,24.16
03/04/2021 10:25:40,4.04,4.17,4.71,5.72,43.48,19.21
03/04/2021 10:25:42,4.39,4.66,5.8,6.22,41.97,18.1
03/04/2021 10:25:46,4.9,5.09,5.7,7.33,53.21,22.75
03/04/2021 10:25:48,4.59,4.84,5.61,6.88,55.29,15.08
03/04/2021 10:25:53,4.43,4.62,5.14,6.45,45.3,15.11
03/04/2021 10:25:55,4.31,4.27,5.39,6.05,40.42,18.29
03/04/2021 10:26:01,3.85,4.06,4.82,5.93,41.64,15.55
03/04/2021 10:26:03,3.79,3.68,4.46,4.99,59.36,16.62
03/04/2021 10:26:09,3.43,3.31,3.69,5.2,45.91,20.08
03/04/2021 10:26:15,3.24,3.49,4.36,5.41,55.38,27.04
03/04/2021 10:26:16,2.76,3.03,3.48,4.52,52.49,23.58
03/04/2021 10:26:19,2.53,2.75,3.65,3.75,47.64,22.69
03/04/2021 10:26:21,2.22,2.46,2.85,3.81,44.11,19.4
03/04/2021 10:26:23,2.06,2.24,2.6,2.98,42.43,28.98
03/04/2021 10:26:29,2.48,2.38,2.64,3.12,52.3,20.96
